id,resource_uri,created,name,pp,accuracy,description,modified,power,category
230,/api/v1/move/230/,2013-11-03T15:06:10.077105,Sweet-scent,20,100,Lowers the target's evasion by one stage.,2013-12-24T15:24:31.000392,0,
231,/api/v1/move/231/,2013-11-03T15:06:10.079609,Iron-tail,15,75,Inflicts regular damage.  Has a 30% chance to lower the target's Defense by one stage.,2013-12-24T15:24:31.006170,100,
232,/api/v1/move/232/,2013-11-03T15:06:10.082037,Metal-claw,35,95,Inflicts regular damage. Has a 10% chance to raise the user's Attack one stage.,2013-12-24T15:24:31.012449,50,
233,/api/v1/move/233/,2013-11-03T15:06:10.084425,Vital-throw,10,0,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,2013-12-24T15:24:31.017746,70,
234,/api/v1/move/234/,2013-11-03T15:06:10.086622,Morning-sun,5,0,"Heals the user for half its max HP.

During sunny-day, the healing is increased to 2/3 max HP.

During hail, rain-dance, or sandstorm, the healing is decreased to 1/4 max HP.",2013-12-24T15:24:31.023660,0,
235,/api/v1/move/235/,2013-11-03T15:06:10.088765,Synthesis,5,0,"Heals the user for half its max HP.

During sunny-day, the healing is increased to 2/3 max HP.

During hail, rain-dance, or sandstorm, the healing is decreased to 1/4 max HP.",2013-12-24T15:24:31.029236,0,
236,/api/v1/move/236/,2013-11-03T15:06:10.090955,Moonlight,5,0,"Heals the user for half its max HP.

During sunny-day, the healing is increased to 2/3 max HP.

During hail, rain-dance, or sandstorm, the healing is decreased to 1/4 max HP.",2013-12-24T15:24:31.034879,0,
237,/api/v1/move/237/,2013-11-03T15:06:10.093079,Hidden-power,15,100,"Inflicts regular damage.  Power and type are determined by the user's IV.

Power is given by `x * 40 / 63 + 30`.  `x` is obtained by arranging bit 1 from the IV for each of Special Defense, Special Attack, Speed, Defense, Attack, and HP in that order.  (Bit 1 is 1 if the IV is of the form `4n + 2` or `4n + 3`.  `x` is then 64 * Special Defense IV bit 1, plus 32 * Special Attack IV bit 1, etc.)

Power is always between 30 and 70, inclusive.  Average power is 49.5.

Type is given by `y * 15 / 63`, where `y` is similar to `x` above, except constructed from bit 0.  (Bit 0 is 1 if the IV is odd.)  The result is looked up in the following table.

Value | Type
----: | --------
    0 | fighting
    1 | flying
    2 | poison
    3 | ground
    4 | rock
    5 | bug
    6 | ghost
    7 | steel
    8 | fire
    9 | water
   10 | grass
   11 | electric
   12 | psychic
   13 | ice
   14 | dragon
   15 | dark

This move thus cannot be normal.  Most other types have an equal 1/16 chance to be selected, given random IV.  However, due to the flooring used here, bug, fighting, and grass appear 5/64 of the time, and dark only 1/64 of the time.",2013-12-24T15:24:31.040996,1,
238,/api/v1/move/238/,2013-11-03T15:06:10.095277,Cross-chop,5,80,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,2013-12-24T15:24:31.046496,100,
239,/api/v1/move/239/,2013-11-03T15:06:10.097818,Twister,20,100,"Inflicts regular damage.  Has a 20% chance to make each target flinch.

If the target is under the effect of bounce, fly, or sky-drop, this move will hit with double power.",2013-12-24T15:24:31.052833,40,
240,/api/v1/move/240/,2013-11-03T15:06:10.100348,Rain-dance,5,0,"Changes the weather to rain for five turns, during which water moves inflict 50% extra damage, and fire moves inflict half damage.

If the user is holding damp-rock, this effect lasts for eight turns.

thunder has 100% accuracy.  If the target has used detect or protect, thunder has a (100 - accuracy)% chance to break through the protection.

solar-beam has half power.

moonlight, morning-sun, and synthesis heal only 1/4 of the user's max HP.

Pokémon with swift-swim have doubled original Speed.

Pokémon with forecast become water.

Pokémon with dry-skin heal 1/8 max HP, Pokémon with hydration are cured of major status effects-effects, and Pokémon with rain-dish heal 1/16 max HP at the end of each turn.",2013-12-24T15:24:31.058469,0,
241,/api/v1/move/241/,2013-11-03T15:06:10.102939,Sunny-day,5,0,"Changes the weather to sunshine for five turns, during which fire moves inflict 50% extra damage, and water moves inflict half damage.

If the user is holding heat-rock, this effect lasts for eight turns.

Pokémon cannot become frozen.

thunder has 50% accuracy.

solar-beam skips its charge turn.

moonlight, morning-sun, and synthesis heal 2/3 of the user's max HP.

Pokémon with chlorophyll have doubled original Speed.

Pokémon with forecast become fire.

Pokémon with leaf-guard are not affected by major status effects-effects.

Pokémon with flower-gift change form; every Pokémon on their side of the field have their original Attack and Special Attack increased by 50%.

Pokémon with dry-skin lose 1/8 max HP at the end of each turn.

Pokémon with solar-power have their original Special Attack raised by 50% but lose 1/8 their max HP at the end of each turn.",2013-12-24T15:24:31.064082,0,
242,/api/v1/move/242/,2013-11-03T15:06:10.105098,Crunch,15,100,Inflicts regular damage.  Has a 20% chance to lower the target's Defense by one stage.,2013-12-24T15:24:31.069534,80,
243,/api/v1/move/243/,2013-11-03T15:06:10.107201,Mirror-coat,20,100,"Targets the last opposing Pokémon to hit the user with a special move this turn.  Inflicts twice the damage that move did to the user.  If there is no eligible target, this move will fail.  Type immunity applies, but other type effects are ignored.

This move cannot be copied by mirror-move, nor selected by assist or metronome.",2013-12-24T15:24:31.075516,1,
244,/api/v1/move/244/,2013-11-03T15:06:10.109366,Psych-up,10,0,"Discards the user's stat changes and copies the target's.

This move cannot be copied by mirror-move.",2013-12-24T15:24:31.081243,0,
245,/api/v1/move/245/,2013-11-03T15:06:10.111555,Extremespeed,5,100,Inflicts regular damage.,2013-12-24T15:24:31.087274,80,
246,/api/v1/move/246/,2013-11-03T15:06:10.114410,Ancientpower,5,100,Inflicts regular damage. Has a 10% chance to raise all of the user's stats one stage.,2013-12-24T15:24:31.093510,60,
247,/api/v1/move/247/,2013-11-03T15:06:10.116752,Shadow-ball,15,100,Inflicts regular damage.  Has a 20% chance to lower the target's Special Defense by one stage.,2013-12-24T15:24:31.099184,80,
248,/api/v1/move/248/,2013-11-03T15:06:10.122670,Future-sight,10,100,"Inflicts typeless regular damage at the end of the third turn, starting with this one.  This move cannot score a critical hit.  If the target switches out, its replacement will be hit instead.  Damage is calculated at the time this move is used; stat changes and switching out during the delay won't change the damage inflicted.  No move with this effect can be used against the same target again until after the end of the third turn.

This effect breaks through wonder-guard.

If the target is protected by protect or detect on the turn this move is used, this move will fail.  However, the damage on the third turn will break through protection.

The damage is applied at the end of the turn, so it ignores endure and focus-sash.

This move cannot be copied by mirror-move.",2013-12-24T15:24:31.105428,100,
249,/api/v1/move/249/,2013-11-03T15:06:10.126697,Rock-smash,15,100,Inflicts regular damage.  Has a 50% chance to lower the target's Defense by one stage.,2013-12-24T15:24:31.110929,40,
250,/api/v1/move/250/,2013-11-03T15:06:10.130684,Whirlpool,15,85,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

If the target is in the first turn of dive, this move will hit with double power.",2013-12-24T15:24:31.117828,35,
251,/api/v1/move/251/,2013-11-03T15:06:10.134656,Beat-up,10,100,"Inflicts typeless regular damage.  Every Pokémon in the user's party, excepting those that have fainted or have a major status effect-effect, attacks the target.  Calculated stats are ignored; the base stats for the target and assorted attackers are used instead.  The random factor in the damage formula is not used.  dark Pokémon still get STAB.

This effect breaks through wonder-guard.",2013-12-24T15:24:31.129364,1,
252,/api/v1/move/252/,2013-11-03T15:06:10.137298,Fake-out,10,100,Inflicts regular damage.  Causes the target to flinch.  Can only be used on the user's first turn after entering the field.,2013-12-24T15:24:31.135050,40,
253,/api/v1/move/253/,2013-11-03T15:06:10.140473,Uproar,10,100,"Inflicts regular damage.  User is forced to use this move for 2–5 turns, selected at random.  All Pokémon on the field wake up, and none can fall to sleep until the lock-in ends.

Pokémon cannot use rest during this effect.

This move cannot be selected by sleep-talk.",2013-12-24T15:24:31.140527,90,
254,/api/v1/move/254/,2013-11-03T15:06:10.146774,Stockpile,20,0,"Raises the user's Defense and Special Defense by one stage each.  Stores energy for use with spit-up and swallow.  Up to three levels of energy can be stored, and all are lost if the user leaves the field.  Energy is still stored even if the stat boosts cannot be applied.

If the user uses baton-pass, the stat boosts are passed as normal, but the stored energy is not.",2013-12-24T15:24:31.153980,0,
255,/api/v1/move/255/,2013-11-03T15:06:10.149585,Spit-up,10,100,"Inflicts regular damage.  Power is equal to 100 times the amount of energy stored by stockpile.  Ignores the random factor in the damage formula.  Stored energy is consumed, and the user's Defense and Special Defense are reset to what they would be if stockpile had not been used.  If the user has no energy stored, this move will fail.

This move cannot be copied by mirror-move.",2013-12-24T15:24:31.159624,1,
256,/api/v1/move/256/,2013-11-03T15:06:10.152283,Swallow,10,0,"Heals the user depending on the amount of energy stored by stockpile: 1/4 its max HP after one use, 1/2 its max HP after two uses, or fully after three uses.  Stored energy is consumed, and the user's Defense and Special Defense are reset to what they would be if stockpile had not been used.  If the user has no energy stored, this move will fail.",2013-12-24T15:24:31.165478,0,
257,/api/v1/move/257/,2013-11-03T15:06:10.155352,Heat-wave,10,90,Inflicts regular damage.  Has a 10% chance to burn the target.,2013-12-24T15:24:31.170327,100,
258,/api/v1/move/258/,2013-11-03T15:06:10.158498,Hail,10,0,"Changes the weather to hail for five turns, during which non-ice Pokémon are damaged for 1/16 their max HP at the end of every turn.

If the user is holding icy-rock, this effect lasts for eight turns.

blizzard has 100% accuracy.  If the target has used detect or protect, blizzard has a (100 - accuracy)% chance to break through the protection.

moonlight, morning-sun, and synthesis heal only 1/4 of the user's max HP.

Pokémon with snow-cloak are exempt from this effect's damage.",2013-12-24T15:24:31.176486,0,
259,/api/v1/move/259/,2013-11-03T15:06:10.162354,Torment,15,100,"Prevents the target from attempting to use the same move twice in a row.  When the target leaves the field, this effect ends.

If the target is forced to attempt a repeated move due to choice-band, choice-scarf, choice-specs, disable, encore, taunt, only having PP remaining for one move, or any other effect, the target will use struggle instead.  The target is then free to use the forced move next turn, as it didn't use that move this turn.",2013-12-24T15:24:31.182002,0,
260,/api/v1/move/260/,2013-11-03T15:06:10.164912,Flatter,15,100,"Raises the target's Special Attack by one stage, then confuses it.",2013-12-24T15:24:31.187544,0,
261,/api/v1/move/261/,2013-11-03T15:06:10.168487,Will-o-wisp,15,75,Burns the target.,2013-12-24T15:24:31.192993,0,
262,/api/v1/move/262/,2013-11-03T15:06:10.171379,Memento,10,100,Lowers the target's Attack and Special Attack by two stages.  User faints.,2013-12-24T15:24:31.198473,0,
263,/api/v1/move/263/,2013-11-03T15:06:10.174505,Facade,20,100,"Inflicts regular damage.  If the user is burned, paralyzed, or poisoned, this move has double power.",2013-12-24T15:24:31.204035,70,
264,/api/v1/move/264/,2013-11-03T15:06:10.177598,Focus-punch,20,100,"Inflicts regular damage.  If the user takes damage this turn before hitting, this move will fail.

This move cannot be copied by mirror-move, nor selected by assist, metronome, or sleep-talk.",2013-12-24T15:24:31.209656,150,
265,/api/v1/move/265/,2013-11-03T15:06:10.180582,Smellingsalt,10,100,"Inflicts regular damage.  If the target is paralyzed, this move has double power, and the target is cured of its paralysis.",2013-12-24T15:24:31.215161,60,
266,/api/v1/move/266/,2013-11-03T15:06:10.183765,Follow-me,20,0,"Until the end of this turn, any moves that opposing Pokémon target solely at the user's ally will instead target the user.  If both Pokémon on the same side of the field use this move on the same turn, the Pokémon that uses it last will become the target.

This effect takes priority over lightningrod and storm-drain.

If the user's ally switches out, opposing Pokémon may still hit it with pursuit.

This move cannot be selected by assist or metronome.",2013-12-24T15:24:31.222726,0,
267,/api/v1/move/267/,2013-11-03T15:06:10.187529,Nature-power,20,0,"Uses another move chosen according to the terrain.

Terrain                   | Selected move
------------------------- | ------------------
Building                  | tri-attack
Cave                      | rock-slide
Deep water                | hydro-pump
Desert                    | earthquake
Grass                     | seed-bomb
Mountain                  | rock-slide
Road                      | earthquake
Shallow water             | hydro-pump
Snow                      | blizzard
Tall grass                | seed-bomb
electric-terrain | thunderbolt
grassy-terrain   | energy-ball
misty-terrain    | moonblast

In Pokémon Battle Revolution:

Terrain        | Selected move
-------------- | ------------------
Courtyard      | tri-attack
Crystal        | rock-slide
Gateway        | hydro-pump
Magma          | rock-slide
Main Street    | tri-attack
Neon           | tri-attack
Stargazer      | rock-slide
Sunny Park     | seed-bomb
Sunset         | earthquake
Waterfall      | seed-bomb

This move cannot be copied by mirror-move.",2013-12-24T15:24:31.228183,0,
268,/api/v1/move/268/,2013-11-03T15:06:10.190386,Charge,20,0,"Raises the user's Special Defense by one stage.  If the user uses an electric move next turn, its power will be doubled.",2013-12-24T15:24:31.233705,0,
269,/api/v1/move/269/,2013-11-03T15:06:10.192657,Taunt,20,100,"Target is forced to only use damaging moves for the next 3–5 turns, selected at random.  Moves that select other moves not known in advance do not count as damaging.

assist, copycat, me-first, metronome, mirror-move, and sleep-talk do not directly inflict damage and thus may not be used.

bide, counter, endeavor, metal-burst, and mirror-coat are allowed.",2013-12-24T15:24:31.239226,0,
270,/api/v1/move/270/,2013-11-03T15:06:10.194909,Helping-hand,20,0,"Boosts the power of the target's moves by 50% until the end of this turn.

This move cannot be copied by mirror-move, nor selected by assist or metronome.",2013-12-24T15:24:31.244761,0,
271,/api/v1/move/271/,2013-11-03T15:06:10.197440,Trick,10,100,"User and target permanently swap held item.  Works even if one of the Pokémon isn't holding anything.  If either Pokémon is holding mail, this move will fail.

If either Pokémon has multitype or sticky-hold, this move will fail.

If this move results in a Pokémon obtaining choice-band, choice-scarf, or choice-specs, and that Pokémon was the latter of the pair to move this turn, then the move it used this turn becomes its chosen forced move.  This applies even if both Pokémon had a choice item before this move was used.  If the first of the two Pokémon gains a choice item, it may select whatever choice move it wishes next turn.

Neither the user nor the target can recover its item with recycle.

This move cannot be selected by assist or metronome.",2013-12-24T15:24:31.251975,0,
272,/api/v1/move/272/,2013-11-03T15:06:10.199986,Role-play,10,0,"User's ability is replaced with the target's until the user leaves the field.  Ignores accuracy and evasion modifiers.

If the target has flower-gift, forecast, illusion, imposter, multitype, stance-change, trace, wonder-guard, or zen-mode, this move will fail.

This move cannot be copied by mirror-move.",2013-12-24T15:24:31.257597,0,
273,/api/v1/move/273/,2013-11-03T15:06:10.202531,Wish,10,0,"At the end of the next turn, user will be healed for half its max HP.  If the user is switched out, its replacement will be healed instead for half of the user's max HP.  If the user faint or is forcefully switched by roar or whirlwind, this effect will not activate.",2013-12-24T15:24:31.263108,0,
274,/api/v1/move/274/,2013-11-03T15:06:10.205147,Assist,20,0,"Uses a move from another Pokémon in the user's party, both selected at random.  Moves from fainted Pokémon can be used.  If there are no eligible Pokémon or moves, this move will fail.

This move will not select assist, chatter, circle-throw, copycat, counter, covet, destiny-bond, detect, dig, dive, dragon-tail, endure, feint, fly focus-punch, follow-me, helping-hand, me-first, metronome, mimic, mirror-coat, mirror-move, phantom-force protect, quick-guard, roar shadow-force, sketch, sleep-talk, snatch, struggle, switcheroo, thief, trick, whirlwind, or wide-guard.

This move cannot be copied by mirror-move, nor selected by metronome or sleep-talk.",2013-12-24T15:24:31.268835,0,
275,/api/v1/move/275/,2013-11-03T15:06:10.207987,Ingrain,20,0,"Prevents the user from switching out.  User regains 1/16 of its max HP at the end of every turn.  If the user was immune to ground attacks, it will now take normal damage from them.

roar and whirlwind will not affect the user.  The user cannot use magnet-rise.

The user may still use u-turn to leave the field.

This effect can be passed with baton-pass.",2013-12-24T15:24:31.274380,0,
276,/api/v1/move/276/,2013-11-03T15:06:10.210470,Superpower,5,100,"Inflicts regular damage, then lowers the user's Attack and Defense by one stage each.",2013-12-24T15:24:31.280177,120,
277,/api/v1/move/277/,2013-11-03T15:06:10.213183,Magic-coat,15,0,"The first non-damaging move targeting the user this turn that inflicts major status effect-effects, stat change, or trap effects will be reflected at its user.

defog, memento, and teeter-dance are not reflected.

attract, flatter, gastro-acid, leech-seed, swagger, worry-seed, and yawn are reflected.

This move cannot be copied by mirror-move.",2013-12-24T15:24:31.285973,0,
278,/api/v1/move/278/,2013-11-03T15:06:10.215900,Recycle,10,0,"User recovers the last item consumed by the user or a Pokémon in its position on the field.  The item must be used again before it can be recovered by this move again.  If the user is holding an item, this move fail.

Items taken or given away by covet, knock-off, switcheroo, thief, or trick may not be recovered.",2013-12-24T15:24:31.291595,0,
279,/api/v1/move/279/,2013-11-03T15:06:10.218327,Revenge,10,100,"Inflicts regular damage.  If the target damaged the user this turn and was the last to do so, this move has double power.

pain-split does not count as damaging the user.",2013-12-24T15:24:31.297471,60,
280,/api/v1/move/280/,2013-11-03T15:06:10.221045,Brick-break,15,100,"Destroys any light-screen or reflect on the target's side of the field, then inflicts regular damage.  The barriers are destroyed even if this move has no effect.",2013-12-24T15:24:31.303319,75,
281,/api/v1/move/281/,2013-11-03T15:06:10.223646,Yawn,10,0,"Puts the target to sleep at the end of the next turn.  Ignores accuracy and evasion modifiers.  If the target leaves the field, this effect is canceled.  If the target has a status effect when this move is used, this move will fail.

If the target is protected by safeguard when this move is used, this move will fail.

insomnia and vital-spirit prevent the sleep if the target has either at the end of the next turn, but will not cause this move to fail on use.",2013-12-24T15:24:31.309641,0,
282,/api/v1/move/282/,2013-11-03T15:06:10.226165,Knock-off,20,100,"Inflicts regular damage.  Target loses its held item.

Neither the user nor the target can recover its item with recycle.

If the target has multitype or sticky-hold, it will take damage but not lose its item.",2013-12-24T15:24:31.316068,20,
283,/api/v1/move/283/,2013-11-03T15:06:10.228803,Endeavor,5,100,"Inflicts exactly enough damage to lower the target's HP to equal the user's.  If the target's HP is not higher than the user's, this move has no effect.  Type immunity applies, but other type effects are ignored.  This effect counts as damage for moves that respond to damage.",2013-12-24T15:24:31.322432,1,
284,/api/v1/move/284/,2013-11-03T15:06:10.231239,Eruption,5,100,"Inflicts regular damage.  Power increases with the user's remaining HP and is given by `150 * HP / max HP`, to a maximum of 150 when the user has full HP.",2013-12-24T15:24:31.328583,150,
285,/api/v1/move/285/,2013-11-03T15:06:10.234024,Skill-swap,10,0,"User and target switch abilities.  Ignores accuracy and evasion modifiers.

If either Pokémon has multitype or wonder-guard, this move will fail.",2013-12-24T15:24:31.336382,0,
286,/api/v1/move/286/,2013-11-03T15:06:10.236464,Imprison,10,0,"Prevents any Pokémon on the opposing side of the field from using any move the user knows until the user leaves the field.  This effect is live; if the user obtains new moves while on the field, these moves become restricted.  If no opposing Pokémon knows any of the user's moves when this move is used, this move will fail.",2013-12-24T15:24:31.342513,0,
287,/api/v1/move/287/,2013-11-03T15:06:10.238795,Refresh,20,0,"Removes a burn, paralysis, or poison from the user.",2013-12-24T15:24:31.348535,0,
288,/api/v1/move/288/,2013-11-03T15:06:10.241150,Grudge,5,0,"If the user faint before it next acts, the move that fainted it will have its PP dropped to 0.  End-of-turn damage does not trigger this effect.",2013-12-24T15:24:31.354733,0,
289,/api/v1/move/289/,2013-11-03T15:06:10.244236,Snatch,10,0,"The next time a Pokémon uses a beneficial move on itself or itself and its ally this turn, the user of this move will steal the move and use it itself.  Moves which may be stolen by this move are identified by the ""snatchable"" flag.

If two Pokémon use this move on the same turn, the faster Pokémon will steal the first beneficial move, and the slower Pokémon will then steal it again—thus, only the slowest Pokémon using this move ultimately gains a stolen move's effect.

If the user steals psych-up, it will target the Pokémon that used psych-up.  If the user was the original target of psych-up, and the Pokémon that originally used it's affected by pressure, it will only lose 1 PP.

This move cannot be copied by mirror-move, nor selected by assist or metronome.",2013-12-24T15:24:31.360805,0,
290,/api/v1/move/290/,2013-11-03T15:06:10.246912,Secret-power,20,100,"Inflicts regular damage.  Has a 30% chance to inflict an effect chosen according to the terrain.

Terrain        | Effect
-------------- | -------------------------------------------------------------
Building       | Paralyze target
Cave           | Makes target flinch
Deep water     | Lowers target's Attack by one stage
Desert         | Lowers target's accuracy by one stage
Grass          | Puts target to sleep
Mountain       | Makes target flinch
Road           | Lowers target's accuracy by one stage
Shallow water  | Lowers target's Attack by one stage
Snow           | Freezes target
Tall grass     | Puts target to sleep

In Pokémon Battle Revolution:

Terrain        | Effect
-------------- | -------------------------------------------------------------
Courtyard      | Paralyze target
Crystal        | Makes target flinch
Gateway        | Lowers target's Attack by one stage
Magma          | Makes target flinch
Main Street    | Paralyze target
Neon           | Paralyze target
Stargazer      | Makes target flinch
Sunny Park     | Puts target to sleep
Sunset         | Lowers target's accuracy by one stage
Waterfall      | Puts target to sleep
",2013-12-24T15:24:31.366637,70,
291,/api/v1/move/291/,2013-11-03T15:06:10.249324,Dive,10,100,"Inflicts regular damage.  User dives underwater for one turn, becoming immune to attack, and hits on the second turn.

During the immune turn, surf, and whirlpool still hit the user normally, and their power is doubled if appropriate.

The user may be hit during its immune turn if under the effect of lock-on, mind-reader, or no-guard.

This move cannot be selected by sleep-talk.",2013-12-24T15:24:31.372628,80,
292,/api/v1/move/292/,2013-11-03T15:06:10.251798,Arm-thrust,20,100,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",2013-12-24T15:24:31.377189,15,
293,/api/v1/move/293/,2013-11-03T15:06:10.254092,Camouflage,20,0,"User's type changes according to the terrain.

Terrain        | New type
-------------- | --------------
Building       | normal
Cave           | rock
Desert         | ground
Grass          | grass
Mountain       | rock
Ocean          | water
Pond           | water
Road           | ground
Snow           | ice
Tall grass     | grass

In Pokémon Battle Revolution:

Terrain        | New type
-------------- | --------------
Courtyard      | normal
Crystal        | rock
Gateway        | water
Magma          | rock
Main Street    | normal
Neon           | normal
Stargazer      | rock
Sunny Park     | grass
Sunset         | ground
Waterfall      | grass
",2013-12-24T15:24:31.398370,0,
294,/api/v1/move/294/,2013-11-03T15:06:10.256207,Tail-glow,20,0,Raises the user's Special Attack by three stages.,2013-12-24T15:24:31.409132,0,
295,/api/v1/move/295/,2013-11-03T15:06:10.258964,Luster-purge,5,100,Inflicts regular damage.  Has a 50% chance to lower the target's Special Defense by one stage.,2013-12-24T15:24:31.421177,70,
296,/api/v1/move/296/,2013-11-03T15:06:10.261497,Mist-ball,5,100,Inflicts regular damage.  Has a 50% chance to lower the target's Special Attack by one stage.,2013-12-24T15:24:31.431678,70,
297,/api/v1/move/297/,2013-11-03T15:06:10.264271,Featherdance,15,100,Lowers the target's Attack by two stages.,2013-12-24T15:24:31.437645,0,
298,/api/v1/move/298/,2013-11-03T15:06:10.267183,Teeter-dance,20,100,Confuse all targets.,2013-12-24T15:24:31.443834,0,
299,/api/v1/move/299/,2013-11-03T15:06:10.270048,Blaze-kick,10,90,Inflicts regular damage.  User's critical hit rate is one level higher when using this move. Has a 10% chance to burn the target.,2013-12-24T15:24:31.449256,85,
300,/api/v1/move/300/,2013-11-03T15:06:10.273020,Mud-sport,15,0,"electric moves inflict half damage, regardless of target.  If the user leaves the field, this effect ends.",2013-12-24T15:24:31.455100,0,
301,/api/v1/move/301/,2013-11-03T15:06:10.275860,Ice-ball,20,90,"Inflicts regular damage.  User is forced to use this move for five turns.  Power doubles every time this move is used in succession to a maximum of 16x, and resets to normal after the lock-in ends.  If this move misses or becomes unusable, the lock-in ends.

If the user has used defense-curl since entering the field, this move has double power.",2013-12-24T15:24:31.463382,30,
302,/api/v1/move/302/,2013-11-03T15:06:10.278880,Needle-arm,15,100,Inflicts regular damage.  Has a 30% chance to make the target flinch.,2013-12-24T15:24:31.468486,60,
303,/api/v1/move/303/,2013-11-03T15:06:10.281705,Slack-off,10,0,Heals the user for half its max HP.,2013-12-24T15:24:31.474028,0,
304,/api/v1/move/304/,2013-11-03T15:06:10.285309,Hyper-voice,10,100,Inflicts regular damage.,2013-12-24T15:24:31.479424,90,
305,/api/v1/move/305/,2013-11-03T15:06:10.288624,Poison-fang,15,100,Inflicts regular damage.  Has a 30% chance to badly poison the target.,2013-12-24T15:24:31.485847,50,
306,/api/v1/move/306/,2013-11-03T15:06:10.291585,Crush-claw,10,95,Inflicts regular damage.  Has a 50% chance to lower the target's Defense by one stage.,2013-12-24T15:24:31.490751,75,
307,/api/v1/move/307/,2013-11-03T15:06:10.295311,Blast-burn,5,90,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",2013-12-24T15:24:31.496468,150,
308,/api/v1/move/308/,2013-11-03T15:06:10.298329,Hydro-cannon,5,90,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",2013-12-24T15:24:31.501993,150,
309,/api/v1/move/309/,2013-11-03T15:06:10.300485,Meteor-mash,10,85,Inflicts regular damage. Has a 20% chance to raise the user's Attack one stage.,2013-12-24T15:24:31.507749,100,
310,/api/v1/move/310/,2013-11-03T15:06:10.303024,Astonish,15,100,Inflicts regular damage.  Has a 30% chance to make the target flinch.,2013-12-24T15:24:31.512636,30,
311,/api/v1/move/311/,2013-11-03T15:06:10.305202,Weather-ball,10,100,"Inflicts regular damage.  If a weather move is active, this move has double power, and its type becomes the type of the weather move.  shadow-sky is typeless for the purposes of this move.",2013-12-24T15:24:31.518916,50,
312,/api/v1/move/312/,2013-11-03T15:06:10.307297,Aromatherapy,5,0,Removes major status effects-effects and confusion from every Pokémon in the user's party.,2013-12-24T15:24:31.523780,0,
313,/api/v1/move/313/,2013-11-03T15:06:10.309431,Fake-tears,20,100,Lowers the target's Special Defense by two stages.,2013-12-24T15:24:31.529060,0,
314,/api/v1/move/314/,2013-11-03T15:06:10.311498,Air-cutter,25,95,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,2013-12-24T15:24:31.534501,55,
315,/api/v1/move/315/,2013-11-03T15:06:10.313498,Overheat,5,90,"Inflicts regular damage, then lowers the user's Special Attack by two stages.",2013-12-24T15:24:31.540606,140,
316,/api/v1/move/316/,2013-11-03T15:06:10.315783,Odor-sleuth,40,0,Resets the target's evasion to normal and prevents any further boosting until the target leaves the field.  A ghost under this effect takes normal damage from normal and fighting moves.  This move itself ignores accuracy and evasion modifiers.,2013-12-24T15:24:31.545531,0,
317,/api/v1/move/317/,2013-11-03T15:06:10.317883,Rock-tomb,10,80,Inflicts regular damage.  Has a 100% chance to lower the target's Speed by one stage.,2013-12-24T15:24:31.550775,50,
318,/api/v1/move/318/,2013-11-03T15:06:10.320139,Silver-wind,5,100,Inflicts regular damage. Has a 10% chance to raise all of the user's stats one stage.,2013-12-24T15:24:31.556818,60,
319,/api/v1/move/319/,2013-11-03T15:06:10.322408,Metal-sound,40,85,Lowers the target's Special Defense by two stages.,2013-12-24T15:24:31.562088,0,
320,/api/v1/move/320/,2013-11-03T15:06:10.324593,Grasswhistle,15,55,Puts the target to sleep.,2013-12-24T15:24:31.567524,0,
321,/api/v1/move/321/,2013-11-03T15:06:10.326690,Tickle,20,100,Lowers the target's Attack and Defense by one stage.,2013-12-24T15:24:31.573920,0,
322,/api/v1/move/322/,2013-11-03T15:06:10.329134,Cosmic-power,20,0,Raises the user's Defense and Special Defense by one stage.,2013-12-24T15:24:31.580031,0,
323,/api/v1/move/323/,2013-11-03T15:06:10.331260,Water-spout,5,100,"Inflicts regular damage.  Power increases with the user's remaining HP and is given by `150 * HP / max HP`, to a maximum of 150 when the user has full HP.",2013-12-24T15:24:31.585583,150,
324,/api/v1/move/324/,2013-11-03T15:06:10.333412,Signal-beam,15,100,Inflicts regular damage.  Has a 10% chance to confuse the target.,2013-12-24T15:24:31.590698,75,
325,/api/v1/move/325/,2013-11-03T15:06:10.335620,Shadow-punch,20,0,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,2013-12-24T15:24:31.596070,60,
326,/api/v1/move/326/,2013-11-03T15:06:10.337879,Extrasensory,30,100,Inflicts regular damage.  Has a 10% chance to make the target flinch.,2013-12-24T15:24:31.601705,80,
327,/api/v1/move/327/,2013-11-03T15:06:10.339933,Sky-uppercut,15,90,"Inflicts regular damage.

This move can hit Pokémon under the effect of bounce, fly, or sky-drop.",2013-12-24T15:24:31.608079,85,
